"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","label"
0.32,1,0.09,0.63,0,0.21,0.3,0,0.7,0.14,1,0.43,0.87,0.79,0.47,0.9,1
0.01,0.896103896103896,0,0.49,0.26,0,0.8,0.01,1,0.51,0.74,1,0.24,0.83,0.27,0.29,1
0.31,0.896103896103896,0,0.52,0.18,0,0.69,0.06,1,0.53,0.72,1,0.21,1,0.04,0.49,1
0.4,1,0.06,0.66,0,0.11,0.41,0,0.81,0.19,1,0.65,0.6,0.87,0.19,0.77,1
0.15,0.74025974025974,0,0.32,0.35,0,0.8,0.14,1,0.61,0.71,1,0.24,0.86,0.13,0.4,1
0.32,0.857142857142857,0,0.68,0.16,0.24,0.57,0,0.97,0.27,1,0.72,0.61,0.99,0.1,1,1
0.4,1,0.13,0.69,0,0.3,0.22,0,0.73,0.19,1,0.53,0.92,0.91,0.39,0.95,1
0.63,1,0.23,0.77,0,0.39,0.03,0,0.61,0.07,1,0.38,0.99,0.78,0.46,0.96,1
0.18,1,0.08,0.53,0.24,0.05,0.69,0,1,0.39,0.91,0.87,0.45,0.98,0,0.79,1
0.05,0.545454545454545,0.02,0.25,0.41,0,0.89,0.11,1,0.54,0.7,0.92,0.23,1,0,0.64,1
0.23,0.636363636363636,0,0.35,0.16,0,0.69,0.08,1,0.4,0.93,0.78,0.49,1,0.14,0.75,1
0.75,0.636363636363636,0.25,0.76,0,0.37,0.16,0,0.7,0.23,1,0.61,0.88,1,0.31,0.83,1
0.25,0.701298701298701,0.03,0.6,0.11,0,0.71,0.04,1,0.57,0.56,1,0.02,0.66,0,0.11,1
0.19,0.714285714285714,0,0.36,0.25,0,0.71,0.04,1,0.39,0.9,0.84,0.49,1,0.1,0.76,1
0.42,0.948051948051948,0.1,0.64,0,0.22,0.44,0,0.92,0.23,1,0.65,0.64,0.99,0.08,1,1
0.23,0.961038961038961,0,0.53,0.2,0.06,0.66,0,1,0.35,0.98,0.84,0.53,1,0.09,0.81,1
0.16,1,0.09,0.74,0,0.33,0.23,0,0.77,0.13,1,0.5,0.7,0.8,0.15,0.74,1
0.12,0.714285714285714,0,0.31,0.3,0,0.67,0.01,1,0.27,0.96,0.76,0.63,1,0.39,0.73,1
0,0.363636363636364,0.08,0.2,0.4,0,0.78,0.11,1,0.43,0.95,0.81,0.61,1,0.27,0.85,1
0.07,0.844155844155844,0,0.42,0.19,0,0.67,0.01,1,0.35,0.93,0.79,0.49,1,0.03,0.89,1
0.15,0.571428571428571,0,0.24,0.32,0,0.76,0.24,1,0.62,0.86,1,0.37,0.9,0.03,0.57,1
0.1,1,0.01,0.66,0,0.19,0.4,0,0.84,0.28,1,0.72,0.59,0.98,0.07,0.88,1
0.63,0.987012987012987,0.25,0.77,0,0.35,0.22,0,0.73,0.17,1,0.58,0.79,1,0.33,0.91,1
0.14,0.753246753246753,0,0.4,0.19,0.01,0.65,0,0.99,0.3,1,0.73,0.65,1,0.24,0.81,1
0.38,1,0.04,0.73,0,0.29,0.33,0,0.78,0.03,1,0.39,0.85,0.79,0.44,0.98,1
0.25,0.636363636363636,0.15,0.31,0.47,0,0.93,0.08,1,0.5,0.73,0.87,0.28,1,0,0.68,1
0.29,0.662337662337662,0.01,0.49,0,0.02,0.51,0,0.93,0.3,1,0.76,0.55,1,0.06,0.84,1
0.4,0.922077922077922,0,0.66,0.05,0.23,0.55,0,0.98,0.26,1,0.7,0.62,1,0.06,0.84,1
0.53,0.883116883116883,0.19,0.73,0,0.3,0.23,0,0.67,0.14,1,0.46,0.9,0.86,0.48,1,1
0.06,0.87012987012987,0,0.45,0.21,0,0.72,0,1,0.41,0.86,0.88,0.37,1,0.09,0.59,1
0.57,0.883116883116883,0.22,0.7,0,0.24,0.37,0,0.81,0.21,1,0.67,0.69,1,0.3,0.73,1
0,0.285714285714286,0.17,0.04,0.55,0,0.89,0.24,1,0.7,0.72,1,0.36,0.83,0.18,0.39,1
0.32,1,0.06,0.77,0,0.33,0.3,0,0.81,0.06,1,0.44,0.76,0.82,0.26,0.88,1
0.32,0.896103896103896,0.21,0.49,0.32,0.04,0.79,0,1,0.41,0.81,0.82,0.33,1,0,0.66,1
0.24,0.792207792207792,0.06,0.8,0,0.35,0.31,0,0.79,0.11,1,0.53,0.77,0.92,0.27,1,1
0.31,1,0,0.67,0.02,0.26,0.42,0,0.86,0.2,1,0.6,0.73,0.93,0.25,0.85,1
0.42,0.987012987012987,0.08,0.69,0,0.28,0.39,0,0.85,0.24,1,0.64,0.74,1,0.21,0.85,1
0.4,1,0.16,0.7,0,0.33,0.2,0,0.7,0.13,1,0.45,0.88,0.82,0.37,0.85,1
0.38,1,0.12,0.67,0.19,0.09,0.62,0,1,0.3,0.83,0.82,0.39,0.91,0,0.66,1
0.17,1,0,0.6,0.12,0.16,0.59,0,1,0.27,0.95,0.7,0.51,0.93,0.15,0.63,1
0.15,1,0,0.68,0.06,0.23,0.41,0,0.8,0.05,1,0.42,0.8,0.8,0.42,0.94,1
0.17,0.636363636363636,0.16,0.36,0.4,0,0.86,0.12,1,0.53,0.79,0.92,0.31,1,0,0.67,1
0.2,0.818181818181818,0,0.53,0.04,0.11,0.48,0,0.89,0.24,1,0.64,0.74,0.99,0.26,1,1
0.15,0.714285714285714,0.06,0.33,0.34,0,0.79,0.17,1,0.58,0.81,0.99,0.34,1,0,0.68,1
0.45,0.571428571428571,0.19,0.31,0.48,0,0.85,0.26,1,0.74,0.69,1,0.28,0.8,0,0.43,1
0.47,0.974025974025974,0.05,0.67,0,0.23,0.46,0,0.95,0.23,1,0.67,0.6,1,0.1,0.83,1
0.12,0.831168831168831,0,0.44,0.2,0.04,0.66,0,1,0.3,0.89,0.75,0.49,1,0.13,0.77,1
0.88,0.935064935064935,0.43,0.99,0.08,0.65,0,0.23,0.4,0,0.88,0.21,1,0.61,0.79,1,1
0.46,0.922077922077922,0.16,0.98,0,0.48,0.3,0.01,0.87,0,1,0.51,0.8,1,0.27,0.85,1
0.56,0.961038961038961,0.16,1,0,0.55,0.18,0.11,0.67,0,1,0.36,0.91,0.82,0.44,0.98,1
0,0.376623376623377,0.23,0,0.79,0.05,1,0.58,0.59,0.6,0.74,0.64,0.79,1,0.27,0.74,1
0.32,0.246753246753247,0.26,0,0.71,0.01,1,0.36,0.87,0.79,0.45,1,0,0.81,0,0.41,1
0.77,1,0.48,0.9,0.24,0.3,0.56,0,1,0.43,0.9,0.94,0.34,0.72,0,0.21,1
0.17,0.779220779220779,0.02,0.54,0,0.13,0.47,0,0.9,0.26,1,0.68,0.71,1,0.26,0.79,1
0.52,0.935064935064935,0.08,0.73,0.1,0.22,0.55,0,1,0.24,0.96,0.74,0.51,1,0,0.91,1
0.27,0.831168831168831,0.18,0.44,0.33,0,0.79,0,1,0.42,0.82,0.85,0.32,1,0,0.66,1
0.33,0.779220779220779,0.01,0.71,0,0.13,0.62,0,1,0.48,0.73,1,0.16,0.77,0.08,0.2,1
0.17,0.168831168831169,0.37,0.04,0.72,0,1,0.29,0.92,0.75,0.62,1,0.26,0.96,0,0.66,1
0.51,0.987012987012987,0.17,0.86,0,0.42,0.24,0.02,0.73,0,1,0.38,0.87,0.82,0.42,1,1
0.54,0.974025974025974,0.14,0.71,0,0.23,0.4,0,0.86,0.22,1,0.69,0.64,1,0.18,0.86,1
0.05,0.675324675324675,0,0.46,0.16,0.05,0.67,0,1,0.34,0.92,0.75,0.47,1,0.06,0.77,1
0.27,0.896103896103896,0,0.66,0.15,0.21,0.6,0,1,0.28,0.96,0.73,0.53,1,0.02,0.92,1
0.26,0.896103896103896,0,0.54,0.13,0.12,0.63,0,0.99,0.3,1,0.74,0.61,1,0.13,0.8,1
0.42,0.922077922077922,0.01,0.7,0,0.26,0.44,0,0.92,0.22,1,0.66,0.64,1,0.17,0.84,1
0.79,1,0.28,0.87,0,0.52,0.07,0.13,0.57,0,0.99,0.26,1,0.65,0.71,1,1
0.97,0.935064935064935,0.48,1,0.13,0.67,0,0.25,0.41,0,0.91,0.16,1,0.56,0.68,0.91,1
0.24,0.701298701298701,0.18,0.34,0.46,0,0.89,0.2,1,0.62,0.78,1,0.31,0.9,0,0.55,1
0.55,1,0.21,0.73,0,0.36,0.16,0,0.58,0.07,0.91,0.34,1,0.74,0.65,0.96,1
0.35,1,0.05,0.67,0,0.26,0.38,0,0.88,0.14,1,0.53,0.68,0.87,0.17,0.84,1
0.56,0.844155844155844,0.1,0.61,0,0.15,0.5,0,0.91,0.35,1,0.81,0.52,1,0.09,0.67,1
0.21,0.701298701298701,0,0.35,0.29,0,0.69,0.07,1,0.43,0.85,0.89,0.44,1,0.12,0.73,1
0.29,0.662337662337662,0.09,0.33,0.39,0,0.85,0.11,1,0.54,0.74,0.94,0.29,1,0,0.66,1
0.32,1,0.07,0.79,0,0.34,0.32,0,0.82,0.04,1,0.46,0.7,0.81,0.21,0.97,1
0.07,0.948051948051948,0,0.61,0.13,0.22,0.61,0,1,0.3,0.98,0.69,0.59,1,0.13,0.86,1
0.52,0.792207792207792,0.19,0.94,0,0.5,0.2,0.07,0.66,0,1,0.33,0.96,0.79,0.54,1,1
0.16,0.74025974025974,0.09,0.35,0.4,0,0.86,0.12,1,0.56,0.8,0.97,0.32,1,0,0.67,1
0.34,1,0.02,0.61,0,0.15,0.45,0,0.88,0.25,1,0.7,0.57,0.92,0.19,0.67,1
0.2,1,0,0.61,0.1,0.16,0.58,0,1,0.26,0.98,0.71,0.56,0.99,0.07,0.89,1
0.15,1,0.01,0.55,0,0.07,0.37,0,0.74,0.24,1,0.62,0.8,0.99,0.39,0.95,1
0.49,0.987012987012987,0.05,0.74,0,0.24,0.46,0,0.98,0.21,1,0.7,0.55,1,0.05,0.79,1
0.04,0.922077922077922,0.07,0.42,0.35,0,0.82,0.11,1,0.58,0.73,1,0.25,0.93,0,0.49,1
0.19,0.675324675324675,0,0.37,0.31,0,0.79,0.26,1,0.71,0.57,1,0.07,0.75,0.07,0.32,1
0.03,0.597402597402597,0,0.18,0.37,0,0.77,0.13,1,0.54,0.8,0.97,0.41,1,0.21,0.61,1
0.36,0.649350649350649,0.12,0.51,0.25,0,0.76,0.15,1,0.62,0.63,1,0.15,0.75,0,0.25,1
0.14,0.688311688311688,0,0.35,0.16,0,0.62,0.01,0.95,0.3,1,0.7,0.7,1,0.25,0.94,1
0.33,1,0,0.72,0.06,0.23,0.54,0,1,0.3,0.88,0.77,0.35,0.97,0.02,0.64,1
0.95,1,0.46,0.79,0.14,0.5,0,0.18,0.42,0,0.88,0.2,1,0.53,0.83,0.85,1
0.02,0.181818181818182,0.08,0.25,0.42,0,0.89,0.17,1,0.59,0.73,0.96,0.23,1,0,0.62,1
0.58,0.805194805194805,0.14,0.54,0.35,0.02,1,0.58,0.65,1,0.21,0.48,0.6,0.64,0,0,1
0.41,1,0.09,0.7,0,0.3,0.33,0,0.88,0.15,1,0.54,0.79,0.92,0.28,0.88,1
0.48,0.987012987012987,0.17,0.66,0,0.26,0.35,0,0.82,0.24,1,0.64,0.78,1,0.25,0.86,1
0.3,0.948051948051948,0,0.5,0.07,0.01,0.66,0,1,0.42,0.86,0.91,0.28,1,0.03,0.57,1
0.63,0.961038961038961,0.19,0.9,0.04,0.36,0.42,0,0.95,0.25,1,0.77,0.46,1,0,0.73,1
0.09,0.909090909090909,0,0.54,0.12,0.15,0.62,0,0.99,0.29,1,0.7,0.64,1,0.26,0.78,1
0.04,0.688311688311688,0,0.33,0.34,0,0.84,0.17,1,0.61,0.72,1,0.25,0.9,0.14,0.45,1
0.49,1,0.13,0.69,0,0.27,0.3,0,0.74,0.19,1,0.56,0.83,0.94,0.36,0.98,1
0.62,0.948051948051948,0.24,0.99,0,0.59,0.19,0.17,0.61,0,0.97,0.24,1,0.71,0.65,1,1
0.59,0.831168831168831,0.23,0.74,0,0.33,0.21,0,0.68,0.09,1,0.43,0.87,0.85,0.43,1,1
0.2,0.675324675324675,0,0.45,0.29,0.11,0.69,0,1,0.26,0.9,0.73,0.56,1,0.17,0.94,1
0.75,1,0.3,0.81,0,0.36,0.19,0,0.72,0.14,1,0.58,0.7,0.98,0.24,0.74,1
0.44,0.818181818181818,0.14,0.77,0,0.34,0.28,0.01,0.7,0,1,0.33,0.85,0.76,0.48,1,1
0.32,0.584415584415584,0.2,0.36,0.42,0,0.83,0.15,1,0.56,0.8,0.95,0.36,1,0,0.73,1
0.74,0.844155844155844,0.25,1,0,0.5,0.22,0.01,0.78,0,1,0.47,0.63,0.88,0.08,0.91,1
0.35,0.883116883116883,0.04,0.68,0,0.25,0.42,0,0.89,0.25,1,0.67,0.63,1,0.13,0.83,1
0.14,0.753246753246753,0,0.41,0.34,0,0.87,0.03,1,0.56,0.7,1,0.2,0.99,0.07,0.49,1
0.32,0.506493506493506,0.02,0.35,0,0.06,0.57,0,0.97,0.22,1,0.52,0.77,0.8,0.3,1,1
0.31,0.87012987012987,0,0.5,0.17,0,0.64,0,0.96,0.43,1,0.99,0.58,1,0.21,0.63,1
0,0.311688311688312,0.05,0.25,0.52,0,0.93,0.3,1,0.75,0.62,1,0.3,0.63,0.42,0.22,1
0.18,0.792207792207792,0,0.49,0.14,0.13,0.58,0,0.92,0.25,1,0.63,0.73,0.93,0.27,1,1
0.25,0.688311688311688,0,0.47,0.2,0,0.83,0.22,1,0.69,0.49,1,0.03,0.65,0.13,0.17,1
0.45,0.714285714285714,0.06,0.48,0,0.02,0.46,0,0.83,0.34,1,0.8,0.63,1,0.19,0.78,1
0.78,0.779220779220779,0.2,0.58,0.27,0,1,0.5,0.61,1,0,0.38,0.68,0.69,0.03,0.08,1
0.08,0.558441558441558,0.17,0.27,0.49,0,0.89,0.23,1,0.63,0.75,0.97,0.25,1,0,0.67,1
0,0.454545454545455,0.18,0.26,0.49,0,0.86,0.18,1,0.5,0.86,0.82,0.45,1,0.17,0.77,1
0.48,0.883116883116883,0.2,0.6,0,0.28,0.18,0,0.66,0.15,0.9,0.45,1,0.79,0.69,1,1
0.29,1,0.08,0.62,0,0.2,0.41,0,0.87,0.19,1,0.59,0.6,0.86,0.08,0.89,1
0.58,0.857142857142857,0.15,0.7,0,0.3,0.33,0,0.79,0.32,1,0.72,0.67,1,0.18,0.7,1
0.4,1,0.09,0.66,0,0.26,0.43,0,1,0.17,1,0.56,0.61,0.88,0,0.89,1
0.48,0.961038961038961,0.13,0.62,0,0.21,0.44,0,0.89,0.29,1,0.7,0.6,1,0.04,0.84,1
0.09,0.805194805194805,0,0.45,0.16,0.05,0.63,0,0.95,0.31,1,0.72,0.65,1,0.19,0.89,1
0.13,0.688311688311688,0,0.33,0.4,0,0.92,0.2,1,0.67,0.63,1,0.18,0.68,0.29,0.24,1
0.51,0.961038961038961,0.1,0.75,0,0.32,0.34,0,0.84,0.15,1,0.56,0.71,0.92,0.18,1,1
0.02,0.818181818181818,0.04,0.37,0.31,0,0.74,0.1,1,0.49,0.8,0.9,0.35,1,0,0.72,1
0.21,0.987012987012987,0,0.6,0.03,0.17,0.5,0,0.94,0.25,1,0.68,0.64,1,0.15,0.9,1
0.23,0.701298701298701,0,0.46,0,0.02,0.51,0,0.87,0.34,1,0.78,0.6,1,0.12,0.77,1
0.26,0.649350649350649,0,0.48,0.18,0.07,0.67,0,1,0.3,0.87,0.73,0.48,1,0.13,0.75,1
0,0.805194805194805,0.42,0.97,0.3,0.75,0.23,0.21,0.72,0,1,0.47,0.87,1,0.36,0.99,1
0.32,0.935064935064935,0.01,0.65,0,0.25,0.35,0,0.79,0.13,1,0.49,0.81,0.85,0.37,1,1
0.36,1,0.05,0.66,0,0.22,0.4,0,0.85,0.19,1,0.59,0.65,0.89,0.15,0.94,1
0.26,0.857142857142857,0,0.74,0.01,0.3,0.35,0,0.8,0.1,1,0.5,0.86,0.92,0.46,1,1
0.38,0.896103896103896,0.11,0.62,0,0.27,0.27,0,0.75,0.06,1,0.36,0.88,0.71,0.59,1,1
0.68,1,0.29,0.9,0,0.59,0.01,0.17,0.38,0,0.77,0.13,1,0.48,0.78,0.82,1
0.46,0.909090909090909,0.09,0.63,0,0.15,0.45,0,0.9,0.24,1,0.7,0.6,1,0.19,0.83,1
0.14,0.727272727272727,0,0.46,0.18,0.07,0.58,0,0.92,0.25,1,0.69,0.71,1,0.32,0.96,1
0.3,0.961038961038961,0.12,0.71,0,0.28,0.33,0,0.84,0.16,1,0.57,0.74,0.94,0.24,1,1
0.3,0.818181818181818,0,0.42,0.23,0,0.7,0.03,1,0.41,0.82,0.9,0.37,1,0.22,0.54,1
0.35,0.857142857142857,0.03,0.61,0.08,0.08,0.62,0,1,0.4,0.82,0.89,0.27,1,0,0.54,1
0.5,1,0.1,0.73,0,0.29,0.36,0,0.83,0.17,1,0.6,0.68,0.94,0.26,0.76,1
0.34,1,0,0.7,0.01,0.17,0.4,0,0.8,0.15,1,0.61,0.66,0.9,0.26,0.81,1
0.39,0.727272727272727,0.08,0.71,0,0.24,0.4,0,0.87,0.24,1,0.69,0.62,1,0.16,0.8,1
0.36,0.376623376623377,0,0.5,0.06,0.06,0.56,0,0.97,0.3,1,0.76,0.58,1,0.24,0.68,1
0.34,0.818181818181818,0.06,0.5,0,0.09,0.49,0,0.89,0.29,1,0.7,0.66,1,0.21,0.76,1
0.62,0.883116883116883,0.17,0.92,0,0.42,0.3,0,0.82,0.06,1,0.56,0.7,1,0.22,0.95,1
0.26,0.987012987012987,0,0.61,0.06,0.16,0.53,0,0.95,0.28,1,0.73,0.58,1,0.06,0.9,1
0.34,1,0.02,0.82,0,0.28,0.32,0,0.7,0.1,1,0.44,0.89,0.9,0.53,1,1
0.65,0.792207792207792,0.31,1,0,0.63,0.15,0.16,0.62,0,1,0.3,0.89,0.78,0.44,0.94,1
0.18,0.584415584415584,0,0.21,0.44,0,0.89,0.22,1,0.75,0.58,1,0.11,0.81,0.01,0.31,1
0.12,1,0,0.62,0.11,0.19,0.49,0,0.88,0.19,1,0.6,0.72,0.93,0.3,0.92,1
0.55,0.857142857142857,0.23,0.9,0,0.49,0.18,0.08,0.73,0,1,0.37,0.83,0.8,0.32,1,1
0.29,0.766233766233766,0,0.49,0.1,0.01,0.57,0,0.95,0.34,1,0.83,0.55,1,0.09,0.81,1
0.21,0.623376623376623,0,0.33,0.22,0,0.72,0.1,1,0.44,0.93,0.84,0.47,1,0.01,0.82,1
0.21,0.805194805194805,0.01,0.41,0.23,0.01,0.75,0,1,0.39,0.78,0.83,0.31,1,0,0.64,1
0.34,0.818181818181818,0.22,0.4,0.39,0,0.83,0.17,1,0.61,0.7,0.96,0.22,1,0,0.64,1
0.43,0.415584415584416,0.14,0.4,0.38,0,0.79,0.23,1,0.66,0.81,1,0.35,0.78,0,0.44,1
0.1,0.675324675324675,0,0.4,0.22,0.04,0.58,0,0.89,0.25,1,0.67,0.78,1,0.44,0.89,1
0.04,0.701298701298701,0,0.35,0.28,0,0.74,0.02,1,0.37,0.89,0.8,0.48,1,0.12,0.73,1
0.15,0.935064935064935,0.07,0.7,0.14,0.2,0.64,0,1,0.36,0.83,0.85,0.3,1,0,0.59,1
0.24,0.883116883116883,0,0.55,0.22,0.03,0.71,0,1,0.48,0.82,1,0.37,0.76,0.01,0.33,1
0.8,0.753246753246753,0.42,0.77,0.1,0.46,0,0.02,0.42,0,0.82,0.19,1,0.6,0.77,1,1
0.62,1,0.22,0.78,0,0.44,0.02,0.06,0.48,0,0.88,0.24,1,0.6,0.63,0.8,1
0.13,0.688311688311688,0.01,0.44,0.15,0,0.67,0.01,1,0.38,0.93,0.85,0.45,1,0,0.74,1
0.01,0.519480519480519,0.03,0.27,0.37,0,0.79,0.18,1,0.54,0.89,0.9,0.41,1,0,0.8,1
0.22,0.649350649350649,0,0.49,0.15,0,0.74,0.1,1,0.56,0.68,1,0.14,0.87,0.01,0.36,1
0.48,1,0.15,0.75,0,0.38,0.12,0.03,0.52,0,0.86,0.24,1,0.6,0.76,0.91,1
0,0.493506493506494,0.07,0.11,0.49,0,0.87,0.28,1,0.78,0.62,1,0.25,0.72,0.16,0.2,1
0.27,0.844155844155844,0.02,0.49,0.13,0.01,0.7,0,1,0.43,0.93,0.91,0.35,1,0,0.63,1
0.57,0.922077922077922,0.18,0.85,0.04,0.37,0.39,0,0.94,0.17,1,0.65,0.6,1,0,0.99,1
0.17,0.428571428571429,0,0.27,0.35,0,0.74,0.05,1,0.47,0.76,0.95,0.37,1,0.02,0.76,1
0.34,0.766233766233766,0,0.4,0.3,0,0.83,0.1,1,0.6,0.65,1,0.15,0.8,0.07,0.28,1
1,0.753246753246753,0.56,1,0.12,0.79,0,0.33,0.3,0,0.78,0.14,0.94,0.58,0.66,0.93,1
0.27,1,0,0.69,0.01,0.26,0.33,0,0.73,0.08,1,0.41,0.91,0.77,0.52,0.75,1
0.08,0.948051948051948,0,0.5,0.12,0.06,0.58,0,0.96,0.28,1,0.71,0.59,0.95,0.11,1,1
0.25,0.909090909090909,0.05,0.74,0.07,0.29,0.48,0,0.94,0.27,1,0.72,0.55,1,0,0.82,1
0.85,1,0.23,0.83,0,0.42,0.13,0,0.78,0.05,1,0.47,0.84,0.88,0.16,0.81,1
0.51,1,0.18,0.73,0,0.34,0.2,0,0.63,0.02,0.95,0.31,1,0.72,0.66,0.9,1
0.36,1,0,0.55,0.07,0,0.61,0.25,1,0.76,0.61,1,0.37,0.69,0.24,0.44,1
0.49,1,0.16,0.63,0,0.17,0.36,0,0.79,0.22,1,0.66,0.63,0.9,0.23,0.69,1
1,0.558441558441558,0.61,1,0,0.51,0.08,0,0.82,0.32,0.92,0.89,0.64,0.61,0.08,0.08,1
0.11,0.714285714285714,0,0.36,0.25,0,0.68,0.05,1,0.37,0.96,0.83,0.57,1,0.2,0.8,1
0.62,0.779220779220779,0.21,0.69,0,0.33,0.25,0.01,0.68,0,1,0.29,0.97,0.7,0.67,1,1
0,0.454545454545455,0,0.14,0.38,0,0.77,0.16,1,0.55,0.82,0.95,0.42,1,0.09,0.74,1
0.1,0.857142857142857,0,0.45,0.2,0.04,0.65,0,0.99,0.31,1,0.75,0.61,1,0.16,0.85,1
0.54,0.857142857142857,0.17,0.61,0,0.19,0.38,0,0.81,0.21,1,0.63,0.77,1,0.32,0.89,1
0.16,1,0,0.68,0.2,0.26,0.53,0,0.92,0.11,1,0.54,0.72,0.86,0.33,0.96,1
0.37,1,0.11,0.72,0,0.33,0.26,0,0.74,0.07,1,0.42,0.81,0.79,0.36,0.99,1
0.48,1,0.12,0.64,0,0.2,0.43,0,0.91,0.25,1,0.69,0.62,0.98,0.13,0.76,1
0.66,1,0.3,0.87,0.08,0.56,0,0.21,0.31,0,0.75,0.17,1,0.47,0.89,0.79,1
0.44,0.922077922077922,0.06,0.65,0,0.18,0.46,0,0.92,0.22,1,0.66,0.64,1,0.21,0.88,1
0.2,0.623376623376623,0.06,0.34,0.44,0,0.95,0.19,1,0.62,0.69,1,0.15,0.92,0,0.51,1
0.34,1,0.24,1,0,0.53,0.08,0.04,0.59,0,1,0.34,0.69,0.68,0.14,0.69,1
0.32,0.805194805194805,0,0.51,0.02,0.07,0.51,0,0.93,0.23,1,0.67,0.67,1,0.23,0.84,1
0.49,0.883116883116883,0.14,0.65,0,0.31,0.18,0,0.81,0.06,1,0.38,0.86,0.72,0.49,1,1
0.28,0.779220779220779,0.05,0.52,0,0.17,0.35,0,0.78,0.1,1,0.4,0.89,0.73,0.6,1,1
0.78,1,0.29,0.88,0,0.52,0.02,0.1,0.55,0,1,0.26,0.98,0.67,0.51,0.77,1
0.43,1,0.15,0.71,0,0.35,0.13,0,0.71,0.2,1,0.54,1,0.91,0.39,0.97,1
0.37,1,0.01,0.66,0.09,0.1,0.58,0,1,0.31,0.97,0.85,0.48,0.99,0,0.81,1
0.49,0.779220779220779,0.11,0.7,0,0.24,0.39,0,0.89,0.2,1,0.62,0.69,1,0.35,0.79,1
0.59,1,0.19,0.92,0,0.49,0.15,0.05,0.6,0,0.97,0.28,1,0.74,0.61,0.96,1
0.16,0.597402597402597,0.08,0.28,0.43,0,0.87,0.23,1,0.64,0.75,1,0.25,0.94,0,0.57,1
0.05,0.649350649350649,0,0.27,0.38,0,0.81,0.12,1,0.58,0.78,1,0.31,0.99,0.1,0.57,1
0.4,0.87012987012987,0,0.69,0.01,0.24,0.45,0,0.88,0.27,1,0.71,0.61,1,0.15,0.76,1
0.61,1,0.18,0.82,0,0.41,0.15,0,0.72,0.08,1,0.47,1,0.9,0.5,0.82,1
0.17,0.974025974025974,0,0.47,0.31,0.03,0.84,0,1,0.5,0.71,0.98,0.23,1,0.03,0.52,1
0.86,1,0.34,0.98,0,0.62,0.09,0.22,0.57,0,1,0.25,0.94,0.66,0.51,0.94,1
0.41,1,0.05,0.7,0,0.21,0.39,0,0.83,0.22,1,0.66,0.57,0.89,0.11,0.75,1
0.29,0.571428571428571,0.07,0.26,0.42,0,0.9,0.19,1,0.62,0.75,1,0.25,0.95,0,0.55,1
0.05,0.246753246753247,0,0.07,0.44,0,0.87,0.15,1,0.64,0.68,1,0.25,0.93,0.2,0.48,1
0.51,1,0.17,0.77,0.17,0.21,0.63,0,1,0.42,0.83,0.93,0.29,0.99,0,0.52,1
0.4,0.753246753246753,0.05,0.6,0.08,0.02,0.62,0,1,0.44,0.92,0.99,0.38,1,0,0.55,1
0.04,0.454545454545455,0,0.22,0.46,0,0.99,0.17,1,0.54,0.72,0.88,0.2,1,0.07,0.66,1
0.49,0.662337662337662,0.14,0.4,0.28,0,0.78,0.14,1,0.56,0.71,0.93,0.18,1,0,0.64,1
0.68,0.766233766233766,0.34,1,0,0.65,0.08,0.22,0.57,0,1,0.24,0.88,0.66,0.4,0.92,1
0.17,0.961038961038961,0.03,0.55,0.14,0.1,0.66,0,1,0.37,0.9,0.83,0.39,1,0,0.66,1
0.26,0.857142857142857,0.13,0.44,0.29,0.01,0.72,0,1,0.36,0.85,0.79,0.45,1,0,0.92,1
0.68,0.857142857142857,0.2,0.86,0,0.49,0.22,0.11,0.7,0,1,0.32,0.94,0.73,0.57,1,1
0.73,0.974025974025974,0.14,0.78,0.19,0,1,0.41,0.56,1,0,0.58,0.76,0.85,0.14,0.13,1
0.39,0.792207792207792,0.17,0.56,0.31,0.11,0.74,0,1,0.38,0.87,0.81,0.44,1,0,0.87,1
0.25,1,0.02,0.74,0.05,0.23,0.51,0,1,0.2,0.98,0.71,0.55,0.99,0,0.96,1
0.02,0.493506493506494,0,0.08,0.41,0,0.77,0.31,1,0.8,0.67,1,0.3,0.69,0.11,0.2,1
0.38,1,0.01,0.7,0,0.27,0.4,0,0.88,0.17,1,0.59,0.66,0.9,0.17,0.76,1
0.5,0.987012987012987,0.21,0.8,0,0.37,0.25,0,0.76,0.16,1,0.58,0.79,1,0.29,0.95,1
0.3,0.87012987012987,0,0.53,0.01,0.11,0.55,0,0.99,0.28,1,0.7,0.63,1,0.18,0.75,1
0.23,0.727272727272727,0,0.65,0.03,0.19,0.44,0,0.88,0.18,1,0.62,0.71,1,0.26,0.96,1
0.48,0.831168831168831,0.13,0.59,0,0.1,0.43,0,0.84,0.29,1,0.77,0.64,1,0.26,0.68,1
0.55,1,0.09,0.78,0,0.36,0.29,0,0.83,0.17,1,0.58,0.79,0.97,0.21,0.89,1
0.29,1,0.18,0.58,0.29,0.13,0.78,0,1,0.38,0.82,0.81,0.36,0.98,0,0.65,1
0.09,0.285714285714286,0.3,0.1,0.65,0,0.95,0.3,1,0.72,0.72,1,0.32,0.88,0,0.61,1
0.06,0.467532467532468,0,0.24,0.33,0,0.74,0.14,1,0.46,0.94,0.85,0.53,1,0.16,0.79,1
0.39,0.701298701298701,0,0.43,0.13,0.02,0.67,0,0.96,0.39,1,0.84,0.54,1,0.05,0.76,1
