"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","label"
0.59,1,0.09,0.86,0.61,0.44,0.74,0,0,0.0121951219512195,0.53,0.39,1,0.82,0.35,0.88,1
0.7,0.98936170212766,0.42,0.69,0.35,0.3,0,0,0.19,0.353658536585366,0.6,0.58,1,0.88,0.54,1,1
1,0.882978723404255,0.41,1,0.23,0.69,0.54,0.35,0.38,0,0,0.11,0.25,0.47,0.6,0.81,1
0.66,0.904255319148936,0.22,0.73,0.5,0.27,0.19,0,0,0.402439024390244,0.65,0.6,1,0.96,0.24,1,1
0.63,0.595744680851064,0.67,1,0.05,0.79,0.52,0.41,0.73,0,0,0.02,0.32,0.42,1,0.75,1
0.67,0.851063829787234,0.59,0.66,0.95,0.26,0.44,0,0,0.365853658536585,0.59,0.63,1,0.98,0.19,1,1
0.39,0.819148936170213,0.17,0.65,0.37,0.26,0.17,0,0,0.439024390243902,0.44,0.7,1,1,0.32,0.93,1
0.77,1,0.28,0.8,0.63,0.41,0.59,0,0,0.121951219512195,0.47,0.44,1,0.75,0.61,0.94,1
0.44,0.734042553191489,0.21,0.38,0,0,0.18,0.28,0.56,0.731707317073171,1,0.9,0.82,1,0.28,0.81,1
1,1,0.39,0.84,0.58,0.51,0.88,0.2,0.25,0,0,0.24,0.42,0.54,0.98,0.81,1
0,0.840425531914894,0.19,0.63,0.86,0.31,0.94,0,0.03,0.182926829268293,0.39,0.5,1,0.83,0.29,1,1
0,0.74468085106383,0.49,1,1,0.82,0.58,0.41,0.28,0,0.82,0.15,0.28,0.51,0.34,0.88,1
0.54,0.840425531914894,0.94,1,0.96,0.61,0.79,0.22,0.84,0,1,0.32,0.53,0.52,0,0.58,1
0.35,1,0,0.8,0.45,0.41,0.96,0.03,0.44,0,0.34,0.38,1,0.67,0.78,0.93,1
0.69,0.776595744680851,0.48,0.57,0.69,0.19,0,0,0.3,0.414634146341463,0.93,0.63,1,1,0.37,0.76,1
1,1,0.22,0.97,0.23,0.62,0.94,0.33,0.69,0,0,0.18,0.25,0.59,0.78,0.95,1
0.22,0.925531914893617,0,0.7,0.69,0.37,1,0,0.15,0.24390243902439,0.51,0.6,0.77,0.94,0.42,1,1
0.16,0.765957446808511,0.66,1,1,0.75,0.46,0.39,0,0,0.66,0.04,0.24,0.45,0.23,0.85,1
0.55,0.627659574468085,1,0.87,0.61,1,0.53,0.66,0.71,0.353658536585366,0.4,0,0,0.21,0.39,0.47,1
0.27,1,0.43,0.66,0.67,0.31,0.45,0,0,0.329268292682927,0.47,0.59,1,0.91,0.2,0.97,1
0.3,0.606382978723404,0.61,1,1,0.82,0.76,0.39,0.42,0,0.74,0.09,0.53,0.49,0,0.63,1
0.73,1,0,0.91,0.49,0.63,1,0.31,0.58,0,0.16,0.28,0.45,0.69,0.3,0.98,1
0.19,0.723404255319149,0.75,0.62,0.78,0.23,0.03,0,0.28,0.463414634146341,0.94,0.72,1,1,0,0.8,1
1,0.851063829787234,0.47,1,0,0.73,0.42,0.43,0.85,0.182926829268293,0.28,0,0.37,0.36,0.84,0.66,1
0.59,0.702127659574468,0.36,1,0,0.72,0.23,0.36,0.52,0,0,0.01,0.44,0.27,1,0.55,1
0.35,0.893617021276596,0.24,0.61,1,1,0.12,0.84,0,0.353658536585366,0.49,0,0.96,0.57,0.07,0.28,1
0.2,0.680851063829787,0.39,1,1,0.88,0.67,0.44,0.3,0.0121951219512195,0.64,0,0.22,0.41,0,0.85,1
0.52,0.978723404255319,0.69,0.67,0.78,0.28,0.13,0,0,0.317073170731707,0.54,0.58,1,0.93,0.54,1,1
0.6,0.893617021276596,0.43,0.68,0.52,0.22,0.21,0,0,0.475609756097561,0.52,0.66,1,0.95,0.38,1,1
0.6,0.797872340425532,0.12,1,0,0.7,0.28,0.34,0.28,0,0.12,0.33,0.52,0.64,1,0.91,1
0.07,0.574468085106383,1,0.79,0.76,1,0.24,0.71,0.8,0.439024390243902,0.84,0,0,0.14,0.47,0.5,1
0.83,0.840425531914894,0.17,0.98,0.37,0.57,0.94,0.19,0.38,0,0,0.38,0.65,0.71,1,1,1
0.44,0.893617021276596,0,0.79,0.79,0.43,0.95,0,0.13,0.121951219512195,0.5,0.55,1,0.98,0.19,1,1
0.12,0.734042553191489,0.03,0.59,0.67,0.25,0.2,0,0.27,0.439024390243902,0.95,0.68,1,1,0,0.95,1
0.62,1,0,0.57,0.94,0.71,0.34,0.93,0.26,0.573170731707317,0.13,0,1,0.37,0.08,0.39,1
0.15,0.914893617021277,0,0.96,0.38,0.47,0.79,0,0.04,0.0975609756097561,0.46,0.58,1,1,0.12,0.86,1
1,1,0.21,0.86,0.64,0.41,0.71,0,0.13,0.280487804878049,0.73,0.66,0.74,1,0,0.7,1
0.81,0.74468085106383,0.15,1,0,0.65,1,0.33,0.65,0,0.1,0.28,0.9,0.64,0.73,0.94,1
1,0.893617021276596,0.6,1,0.36,0.66,0.54,0.29,0.34,0,0,0.19,0.37,0.48,0.79,0.74,1
1,0.478723404255319,0.72,1,0,0.88,0.28,0.42,0.77,0,0.02,0.11,0.05,0.55,0.78,0.82,1
0,0.531914893617021,0.76,0.49,1,0.11,0.31,0,0.45,0.475609756097561,0.95,0.73,0.71,1,0.11,0.74,1
0.58,1,0,0.85,0.51,0.5,0.79,0.11,0.14,0,0.44,0.39,1,0.71,0.51,0.83,1
1,0.606382978723404,0.71,1,0.1,0.85,0.24,0.43,0.56,0.0487804878048781,0,0,0.26,0.38,0.88,0.55,1
0,0.25531914893617,0.46,0.6,0.59,1,0.21,0.81,0.67,0.609756097560976,1,0.16,0.38,0,0.07,0.28,1
0.23,0.819148936170213,0.74,0.49,1,0.13,0.19,0,0.24,0.426829268292683,0.82,0.66,0.73,1,0,0.84,1
0.64,0.882978723404255,0.66,0.58,0.74,0.08,0,0,0.2,0.5,0.92,0.64,1,1,0.24,0.95,1
0.56,0.851063829787234,0.39,0.69,1,0.34,0.59,0,0,0.207317073170732,0.53,0.54,0.95,0.94,0.22,1,1
0.69,0.882978723404255,0.06,1,0.1,0.64,0.35,0.26,0.1,0,0,0.36,0.47,0.64,1,0.91,1
0.5,0.819148936170213,0.26,0.62,0.58,1,0.14,0.6,0.02,0.365853658536585,0.5,0,1,0.51,0,0.34,1
0,0.946808510638298,0.21,0.65,0.86,0.3,0.54,0,0.14,0.304878048780488,0.68,0.62,1,1,0,0.9,1
0.85,0.893617021276596,0.1,0.65,1,0.69,0.34,1,0.53,0.5,0,0,0.92,0.05,0.35,0.48,1
0.55,0.659574468085106,0.71,0.4,1,0.06,0.05,0,0.14,0.426829268292683,0.66,0.68,0.89,1,0,0.83,1
0.41,0.553191489361702,0.99,0.39,1,0.01,0.27,0,0.33,0.48780487804878,0.8,0.75,0.66,1,0,0.83,1
0.13,0.765957446808511,0.44,0.47,0.36,0,0,0,0.48,0.475609756097561,1,0.74,0.85,1,0.2,0.79,1
0.19,0.893617021276596,0.57,0.61,0.96,0.19,0.17,0,0.02,0.414634146341463,0.81,0.64,1,1,0,0.99,1
1,1,0.29,0.88,0.45,0.52,0.79,0.16,0.16,0,0,0.33,0.42,0.68,0.44,0.98,1
0.44,0.712765957446808,0.77,1,1,0.68,0.78,0.28,0.68,0,1,0.33,0.56,0.51,0,0.53,1
0.16,0.914893617021277,0,0.7,0.68,0.36,0.68,0,0.15,0.304878048780488,0.53,0.63,1,1,0.34,0.92,1
0,0.148936170212766,0.38,0.56,0.46,1,0.06,0.81,0.58,0.682926829268293,1,0.24,0.5,0,0.07,0.15,1
0.65,0.978723404255319,0.41,0.74,1,1,0.32,0.85,0.1,0.731707317073171,0,0,0.73,0.12,0.33,0.62,1
0.76,1,0.59,0.66,0.89,0.23,0.09,0,0,0.378048780487805,0.8,0.62,1,0.96,0.02,0.86,1
0.66,0.723404255319149,0.23,1,0.14,0.69,0.64,0.36,0.47,0,0,0.23,0.35,0.6,1,0.87,1
0.21,0.925531914893617,0,0.65,0.56,0.35,0.48,0,0.17,0.317073170731707,0.61,0.6,1,0.95,0.32,1,1
0.36,1,0.39,0.66,1,0.97,0.34,1,0.29,0.573170731707317,0,0,0.73,0.1,0.32,0.66,1
0,0.712765957446808,0.54,0.47,1,0.15,0.43,0,0.51,0.426829268292683,0.81,0.69,0.63,1,0.02,0.72,1
0.62,0.74468085106383,0,1,0.22,0.68,0.9,0.37,1,0,0.13,0.08,0.13,0.47,0.68,0.81,1
0.23,1,0.46,0.57,1,0.79,0.49,0.89,0,0.585365853658537,0.2,0,0.79,0.22,0.24,0.53,1
0.65,0.946808510638298,0,0.77,0.46,0.36,0.35,0,0.05,0.317073170731707,0.73,0.61,1,1,0.06,0.84,1
0.4,0.819148936170213,0.81,0.46,0.79,0.07,0.05,0,0.51,0.426829268292683,1,0.71,0.72,1,0,0.77,1
0.75,0.914893617021277,0.23,0.83,0.58,0.39,0.77,0,0,0.158536585365854,0.42,0.51,1,0.86,0.32,1,1
0.4,0.797872340425532,0.67,0.65,1,0.27,0.38,0,0,0.292682926829268,0.46,0.61,0.81,0.99,0.27,1,1
0.21,0.712765957446808,0.84,0.42,0.9,0.07,0,0,0.19,0.426829268292683,0.81,0.66,1,1,0.09,0.89,1
0.8,0.797872340425532,0.34,1,0,0.7,0.45,0.39,0.76,0,0.28,0.12,0.57,0.54,1,0.85,1
0.02,0.148936170212766,0.44,0.53,0.63,1,0.14,0.98,0.53,0.719512195121951,1,0.25,0.57,0,0,0.13,1
0.7,0.797872340425532,0.25,1,0,0.74,0.42,0.4,0.77,0.0609756097560976,0.4,0,0.53,0.4,1,0.7,1
0.5,0.51063829787234,0.8,0.96,0.38,1,0.37,0.5,0.46,0,0,0.15,0.45,0.45,1,0.61,1
1,0.819148936170213,0.2,1,0,0.68,0.71,0.36,0.89,0,0.17,0.15,0.42,0.55,0.98,0.91,1
0.02,0.75531914893617,0.54,1,1,0.79,0.86,0.47,0.59,0.195121951219512,0.63,0,0.73,0.27,0,0.43,1
0.23,0.723404255319149,0.42,0.38,0.51,0,0,0.07,0.26,0.51219512195122,0.81,0.69,1,0.97,0.25,1,1
0.43,0.351063829787234,1,0.73,0.69,1,0.07,0.7,0.6,0.439024390243902,0.57,0,0,0.16,0.67,0.48,1
0.95,0.659574468085106,0.76,1,0.34,0.78,0.5,0.39,0.52,0,0,0.06,0.4,0.39,1,0.6,1
0.77,0.819148936170213,0.47,0.72,0.78,0.27,0.22,0,0,0.365853658536585,0.68,0.6,1,1,0.2,0.9,1
0.72,1,0.02,0.77,0.59,0.36,1,0,0,0.0853658536585366,0.31,0.52,1,0.92,0.22,0.91,1
0.49,0.765957446808511,0.34,0.6,0.3,0.18,0,0,0.19,0.475609756097561,0.57,0.73,1,1,0.44,0.82,1
0.38,0.797872340425532,0.92,1,1,0.66,0.65,0.33,0.37,0,1,0.2,0.67,0.51,0,0.72,1
0.48,0.914893617021277,0.29,0.62,0.92,1,0.16,0.67,0,0.463414634146341,0.36,0,1,0.43,0.1,0.41,1
0.82,1,0,0.85,0.67,0.49,1,0.1,0.06,0,0.12,0.41,0.82,0.77,0.69,0.99,1
0.2,0.574468085106383,0,0.83,0.15,0.39,1,0.09,0.3,0,0.47,0.54,0.67,1,0.02,0.59,1
0.74,0.723404255319149,0.62,1,0.1,0.76,0.36,0.39,0.62,0.024390243902439,0,0,0.24,0.3,1,0.5,1
0.46,0.914893617021277,0,0.75,0.48,0.39,0.44,0,0.07,0.231707317073171,0.52,0.57,1,0.92,0.37,1,1
0.82,0.851063829787234,0,0.67,0.38,0.29,0.96,0,0.25,0.24390243902439,0.65,0.61,1,1,0.18,0.73,1
0,0.75531914893617,0.52,0.57,1,0.26,0.54,0,0.23,0.292682926829268,0.56,0.58,0.75,0.94,0.21,1,1
1,0.851063829787234,0.49,1,0.03,0.79,0.37,0.43,0.59,0.0609756097560976,0.09,0,0,0.4,0.43,0.7,1
0.66,0.74468085106383,0.34,1,0.05,0.76,0.43,0.39,0.44,0,0,0.17,0.45,0.5,1,0.76,1
1,0.680851063829787,0.46,0.94,0.32,0.51,0.87,0.09,0,0,0.38,0.46,0.8,0.91,0.19,1,1
0.01,0.074468085106383,0.46,0.53,0.72,1,0.13,0.97,0.39,0.658536585365854,1,0.23,0.56,0,0,0.19,1
0,0.191489361702128,0.43,0.59,0.64,1,0.18,0.94,0.67,0.74390243902439,1,0.23,0.43,0,0.07,0.29,1
0.75,0.585106382978723,0.85,1,0.22,0.82,0.37,0.42,0.55,0.024390243902439,0,0,0.31,0.36,1,0.6,1
0.69,0.936170212765957,0,0.81,0.73,0.55,1,0.21,0.32,0,0.2,0.33,0.58,0.67,0.51,1,1
1,1,0.33,0.95,0,0.6,0.47,0.28,0.48,0,0.05,0.21,0.4,0.59,0.87,0.92,1
0.32,0.861702127659574,0.24,0.54,0.81,1,0,0.72,0.18,0.536585365853659,0.36,0,1,0.44,0.19,0.49,1
0,0.957446808510638,0.31,0.63,1,0.32,0.86,0,0.12,0.219512195121951,0.53,0.53,0.98,0.87,0.41,1,1
0.28,0.457446808510638,0.35,0.93,1,1,0.81,0.54,0.41,0.158536585365854,0.52,0,0.66,0.45,0,0.63,1
0.25,0.936170212765957,0.06,0.58,0.87,0.3,0.85,0,0,0.207317073170732,0.49,0.53,1,0.89,0.35,1,1
0.97,0.904255319148936,0.33,0.93,0.55,0.46,0.54,0,0,0.121951219512195,0.49,0.49,1,0.87,0.3,1,1
0.61,0.957446808510638,0.46,0.68,0.71,0.22,0.11,0,0,0.414634146341463,0.67,0.63,1,1,0.25,0.93,1
0.46,0.765957446808511,0.26,0.54,0.84,1,0,0.75,0.24,0.51219512195122,0.29,0,1,0.44,0.2,0.39,1
0.57,0.946808510638298,0.59,0.56,0.76,0.12,0,0,0.28,0.402439024390244,1,0.6,0.96,1,0.21,0.88,1
0.86,0.819148936170213,0.4,1,0,0.72,0.49,0.37,0.63,0,0.1,0.2,0.52,0.55,1,0.82,1
0.36,0.808510638297872,0.45,0.6,0.81,1,0,0.7,0.19,0.548780487804878,0.25,0,1,0.37,0.04,0.32,1
1,0.914893617021277,0.2,0.9,0.07,0.42,0.65,0,0,0.121951219512195,0.18,0.58,0.78,1,0.45,0.97,1
0.94,0.819148936170213,0.29,0.77,1,0.41,0.78,0,0,0.134146341463415,0.45,0.56,0.92,1,0.1,0.79,1
0.89,0.978723404255319,0.57,0.76,0.63,0.34,0.19,0,0,0.304878048780488,0.55,0.56,1,0.91,0.36,1,1
0.55,0.893617021276596,0.44,0.56,0.29,0.13,0,0,0.28,0.463414634146341,0.64,0.69,1,1,0.63,0.99,1
0.56,0.691489361702128,0.31,1,0.16,0.66,0.24,0.23,0,0,0.17,0.34,0.57,0.57,1,0.76,1
0,0.159574468085106,0.49,0.57,0.79,1,0.15,0.81,0.45,0.536585365853659,1,0.15,0.29,0,0.05,0.25,1
0.84,0.723404255319149,0.74,1,0.32,0.74,0.58,0.34,0.49,0,0,0.08,0.48,0.37,1,0.62,1
0.93,0.75531914893617,0.47,1,0.08,0.68,0.7,0.33,0.74,0,0,0.2,0.52,0.57,1,0.92,1
0.4,0.829787234042553,0.33,0.81,1,0.42,0.81,0,0,0.158536585365854,0.46,0.57,0.94,1,0.11,0.9,1
0.54,0.75531914893617,0.3,0.37,0,0,0.13,0.25,0.55,0.658536585365854,1,0.8,0.89,1,0.37,0.86,1
0.61,0.819148936170213,0.19,1,0.03,0.62,0.15,0.21,0,0,0,0.4,0.47,0.62,1,0.79,1
0.59,1,0.28,0.71,0.26,0.2,0,0,0.28,0.48780487804878,0.72,0.67,1,0.99,0.49,0.99,1
0.4,1,0,0.58,0.93,0.9,0.06,0.92,0.11,0.634146341463415,0.09,0,1,0.34,0,0.38,1
0.48,0.829787234042553,0.38,0.41,0.2,0,0,0.14,0.37,0.621951219512195,0.89,0.81,1,1,0.36,0.84,1
0.03,0.585106382978723,0.69,0.34,0.69,0,0,0.13,0.45,0.560975609756098,1,0.78,0.71,1,0.29,0.71,1
1,0.904255319148936,0.44,1,0,0.76,0.1,0.37,0.3,0,0.03,0.25,0.25,0.61,0.72,0.86,1
0.57,1,0,0.75,0.62,0.4,0.62,0,0.02,0.182926829268293,0.56,0.53,1,0.93,0.23,0.95,1
0.32,0.829787234042553,0.66,1,1,0.8,0.64,0.4,0.3,0,0.68,0.11,0.36,0.52,0,0.91,1
0.54,0.968085106382979,0.2,0.73,0.48,0.34,0.35,0,0,0.268292682926829,0.5,0.5,1,0.78,0.71,1,1
0.86,0.723404255319149,0.21,1,0,0.73,0.66,0.38,1,0,0.12,0.08,0.49,0.49,1,0.76,1
1,0.861702127659574,0.09,1,0,0.67,0.74,0.37,0.94,0,0.21,0.15,0.6,0.56,0.93,0.94,1
0.36,0.925531914893617,0.31,0.55,0.79,1,0,0.73,0.31,0.646341463414634,0.27,0,1,0.37,0.32,0.46,1
0.51,0.595744680851064,0.56,1,0.01,0.82,0.33,0.42,0.65,0.0121951219512195,0,0,0.32,0.4,1,0.65,1
0.36,0.851063829787234,0,0.75,0.35,0.34,0.12,0,0.11,0.426829268292683,0.75,0.68,1,1,0.12,0.89,1
0.47,0.968085106382979,0.17,0.79,0.57,0.4,0.7,0,0,0.207317073170732,0.33,0.53,1,0.79,0.65,1,1
0.26,0.936170212765957,0,0.8,0.47,0.41,0.68,0,0.05,0.109756097560976,0.52,0.46,1,0.84,0.36,1,1
0.51,0.648936170212766,0.81,1,0,0.89,0.33,0.5,0.83,0.158536585365854,0.13,0,0.41,0.34,1,0.62,1
0.32,0.861702127659574,0.76,0.51,0.98,0.14,0.16,0,0.46,0.390243902439024,1,0.66,0.76,1,0,0.82,1
0.48,0.872340425531915,0.28,0.58,0.34,0.09,0,0,0.25,0.51219512195122,0.66,0.77,1,1,0.49,0.78,1
0.65,1,0,0.79,0.67,0.41,0.99,0,0.1,0.0365853658536585,0.41,0.42,1,0.8,0.06,0.9,1
0.64,0.968085106382979,0.32,0.67,0.19,0.26,0,0,0.3,0.439024390243902,0.67,0.67,1,1,0.47,0.88,1
0.25,0.648936170212766,0.79,0.49,1,0.13,0.51,0,0.54,0.451219512195122,0.78,0.73,0.61,1,0,0.79,1
0.44,0.74468085106383,0.61,1,0.06,0.75,0.41,0.38,0.7,0,0,0,0.33,0.36,1,0.62,1
0.51,0.904255319148936,0.05,0.86,0,0.43,0.22,0,0.08,0.292682926829268,0.5,0.61,1,0.93,0.45,1,1
0.72,0.968085106382979,0.04,0.91,0.14,0.45,0.29,0,0,0.365853658536585,0.61,0.65,1,1,0.2,0.86,1
0.59,0.585106382978723,0.91,1,0.37,0.92,0.36,0.46,0.45,0,0,0.06,0.35,0.36,1,0.38,1
0.73,0.946808510638298,0.07,0.76,0.78,0.4,1,0.02,0,0,0.37,0.41,0.82,0.82,0.51,1,1
0.27,0.712765957446808,0.35,0.48,1,0.14,0.7,0,0.38,0.463414634146341,0.89,0.75,0.94,1,0,0.86,1
0.6,0.531914893617021,0.56,1,0,0.79,0.46,0.38,1,0,0.45,0.01,0.39,0.48,0.91,0.86,1
0.37,0.882978723404255,0.25,0.54,0.8,0.2,0.15,0,0,0.317073170731707,0.62,0.58,1,0.97,0.23,1,1
0.58,0.946808510638298,0.6,0.64,1,0.32,0.83,0,0.17,0.24390243902439,0.62,0.51,0.69,0.85,0,1,1
0.87,0.787234042553192,0.54,1,0.24,0.68,0.61,0.34,0.37,0,0,0.19,0.52,0.48,1,0.8,1
0.45,1,0.68,0.64,1,0.24,0.39,0,0.05,0.402439024390244,0.68,0.65,0.85,0.97,0,0.97,1
0.88,1,0.09,0.93,0.08,0.45,0.55,0,0,0.0731707317073171,0.37,0.5,1,0.84,0.44,0.99,1
0.79,0.765957446808511,0.42,1,0.27,0.66,0.68,0.3,0.5,0,0,0.22,0.45,0.54,1,0.82,1
1,0.819148936170213,0.29,1,0.27,0.65,0.86,0.32,0.59,0,0,0.21,0.45,0.58,0.99,0.89,1
0.36,0.851063829787234,0.3,0.7,0.78,0.35,0.55,0,0,0.25609756097561,0.62,0.53,1,0.89,0.09,1,1
0.65,0.648936170212766,0.72,1,0.01,0.75,0.32,0.37,0.61,0,0,0.04,0.32,0.44,1,0.74,1
0.3,0.776595744680851,0.04,0.66,0.68,0.31,0.41,0,0,0.341463414634146,0.57,0.64,1,1,0,0.92,1
1,0.808510638297872,0.61,1,0.5,0.68,0.72,0.31,0.38,0,0,0.16,0.31,0.49,0.78,0.76,1
0.44,0.925531914893617,0,1,0.32,0.6,0.85,0.27,0.61,0,0.41,0.36,1,0.65,0.72,0.88,1
0.67,0.765957446808511,0.54,1,0,0.83,0.36,0.43,0.61,0,0.15,0.14,0.51,0.54,1,0.8,1
0.12,0.776595744680851,0.62,0.46,1,0.12,0.23,0,0.41,0.402439024390244,0.86,0.67,0.82,1,0,0.88,1
0.17,0.968085106382979,0.25,0.59,0.85,1,0,0.82,0.27,0.621951219512195,0.23,0,1,0.36,0.19,0.33,1
0.69,0.808510638297872,0,1,0.22,0.64,0.96,0.36,0.96,0,0.33,0.2,0.93,0.53,1,0.79,1
0.11,0.553191489361702,0.85,0.41,0.87,0,0,0.09,0.23,0.609756097560976,1,0.78,0.71,1,0.1,0.77,1
0.23,1,0.13,0.7,0.66,0.36,0.33,0,0,0.304878048780488,0.59,0.58,1,0.96,0.28,0.97,1
0.31,1,0,0.82,0.47,0.46,0.97,0.12,0.44,0,0.31,0.33,0.95,0.61,1,0.91,1
0.24,0.968085106382979,0.55,0.6,0.77,0.22,0.21,0,0,0.378048780487805,0.51,0.62,1,0.95,0.3,1,1
0.72,1,0.03,0.76,1,0.63,0.49,0.99,0.29,0.548780487804878,0,0.28,0.53,0,0.33,0.48,1
0.32,0.840425531914894,0.67,0.55,0.95,0.1,0.04,0,0.12,0.48780487804878,0.95,0.71,1,1,0,0.87,1
0.72,0.659574468085106,0.42,1,0,0.68,0.61,0.34,0.79,0,0.01,0.16,0.5,0.53,1,0.88,1
0.83,1,0.18,0.88,0.37,0.43,0.61,0,0,0.24390243902439,0.53,0.56,1,0.91,0.22,0.97,1
0,0.202127659574468,0.52,0.58,0.76,0.98,0.15,1,0.54,0.780487804878049,1,0.29,0.49,0,0.09,0.28,1
0.29,0.585106382978723,0.97,0.31,0.78,0,0,0.12,0.45,0.548780487804878,1,0.77,0.8,1,0.09,0.73,1
0.51,0.904255319148936,0.46,0.56,0.29,0.15,0,0,0.36,0.402439024390244,0.72,0.64,1,1,0.48,0.92,1
0.3,0.797872340425532,0.62,0.43,0.64,0,0.29,0.15,0.62,0.634146341463415,1,0.87,0.58,1,0,0.87,1
0.43,1,0,0.88,0.67,0.47,0.85,0,0.17,0.195121951219512,0.83,0.56,1,0.93,0.17,0.74,1
0.43,0.648936170212766,0.83,0.33,0.78,0,0.09,0.09,0.57,0.5,1,0.73,0.57,1,0,0.78,1
0.49,0.734042553191489,0.44,1,0.23,0.73,0.43,0.37,0.47,0,0,0.16,0.4,0.45,1,0.68,1
0.73,0.914893617021277,0,1,0.23,0.63,0.77,0.31,0.5,0,0.07,0.3,0.52,0.66,1,0.98,1
0.29,1,0.2,0.62,1,0.96,0.15,0.96,0.14,0.621951219512195,0.25,0,0.9,0.47,0,0.44,1
0.53,0.585106382978723,1,0.73,0.92,1,0.55,0.72,0.58,0.439024390243902,0.51,0.01,0,0,0.29,0.31,1
1,0.978723404255319,0.51,1,0.11,0.72,0.44,0.35,0.43,0,0,0.2,0.22,0.61,0.65,0.92,1
0.86,0.563829787234043,0.56,1,0,0.81,0.48,0.42,0.71,0,0.11,0.08,0.45,0.52,1,0.88,1
0.81,0.574468085106383,0.96,1,0,0.98,0.49,0.54,0.96,0.134146341463415,0.13,0,0.33,0.45,1,0.86,1
0.77,0.968085106382979,0.13,0.85,0.62,0.41,1,0,0.24,0.134146341463415,0.48,0.63,0.72,1,0,0.76,1
0.18,0.659574468085106,0.5,0.54,1,0.19,0.3,0,0.24,0.426829268292683,0.84,0.68,0.9,1,0,0.84,1
0.49,0.457446808510638,1,0.79,0.54,1,0.08,0.68,0.35,0.329268292682927,0,0,0.06,0.35,0.71,0.63,1
0.77,0.98936170212766,0.43,0.77,0.34,0.36,0,0,0.23,0.414634146341463,0.66,0.68,1,1,0.39,0.78,1
0,0.75531914893617,0.5,1,1,0.72,0.4,0.39,0.13,0,0.74,0.01,0.23,0.38,0.12,0.77,1
0.49,0.712765957446808,0.61,1,0,0.84,0.42,0.42,0.81,0,0.26,0.1,0.43,0.56,1,0.86,1
0.49,0.904255319148936,0.31,0.63,0.71,0.29,0.11,0,0,0.390243902439024,0.49,0.67,1,1,0,0.83,1
1,0.734042553191489,0.49,1,0.24,0.61,1,0.27,0.91,0,0,0.18,0.66,0.55,0.93,0.85,1
0.75,0.75531914893617,0.41,1,0.19,0.68,0.65,0.36,0.59,0,0,0.05,0.43,0.38,1,0.66,1
0.06,0.223404255319149,0.47,0.57,0.62,1,0.08,0.91,0.48,0.682926829268293,1,0.25,0.51,0,0,0.22,1
0.13,0.627659574468085,0.73,0.34,0.94,0,0,0,0.27,0.414634146341463,0.82,0.65,1,1,0.27,0.77,1
0.77,0.968085106382979,0.63,0.73,0.91,0.32,0.54,0,0,0.292682926829268,0.49,0.54,1,0.86,0.46,1,1
0.69,0.904255319148936,0.1,0.95,0.34,0.46,0.5,0,0,0.280487804878049,0.62,0.5,1,0.87,0.36,1,1
0,0.691489361702128,0.64,0.52,1,0.16,0.34,0,0.21,0.439024390243902,0.69,0.68,0.8,1,0.08,0.93,1
0.97,0.734042553191489,0.6,1,0.35,0.68,0.68,0.32,0.49,0,0,0.22,0.39,0.57,1,0.83,1
0.95,0.670212765957447,0.6,1,0.35,0.66,0.63,0.28,0.24,0,0,0.23,0.41,0.56,1,0.82,1
0.44,0.946808510638298,0.01,0.72,0.39,0.36,0.38,0,0,0.292682926829268,0.49,0.57,1,0.9,0.34,1,1
0.56,0.74468085106383,0.18,1,0,0.69,0.57,0.37,0.71,0,0.12,0.2,0.62,0.55,1,0.83,1
0.66,0.936170212765957,0,0.92,0.38,0.48,0.9,0.05,0.11,0,0.36,0.45,1,0.84,0.18,1,1
0.67,0.712765957446808,0.41,1,0.16,0.67,0.73,0.34,0.78,0,0,0.1,0.35,0.47,1,0.77,1
0.76,0.531914893617021,0.75,1,0,0.9,0.35,0.53,0.95,0.25609756097561,0.47,0,0.57,0.44,1,0.85,1
0.5,0.925531914893617,0.04,1,0.38,0.58,1,0.17,0.25,0,0,0.43,0.54,0.87,0.06,0.89,1
1,0.98936170212766,0.43,1,0.08,0.68,0.38,0.32,0.25,0,0,0.3,0.41,0.63,0.95,0.86,1
0.58,0.531914893617021,0.55,1,0,0.74,0.68,0.42,1,0,0.19,0.01,0.29,0.45,0.87,0.83,1
0,0.75531914893617,0.49,1,1,0.74,0.85,0.37,0.58,0,0.93,0.13,0.69,0.48,0.05,0.74,1
0.41,0.936170212765957,0.71,0.72,0.95,0.33,0.34,0,0,0.329268292682927,0.51,0.63,1,1,0.41,0.94,1
0,0.51063829787234,0.59,0.54,1,0.23,0.45,0,0.41,0.414634146341463,0.79,0.69,0.65,1,0.13,0.75,1
0.29,0.819148936170213,0,0.83,0.41,0.42,0.53,0,0.17,0.24390243902439,0.5,0.61,1,1,0.29,0.95,1
0.76,0.797872340425532,0.25,1,0.35,0.64,0.94,0.31,0.75,0,0,0.22,0.28,0.58,1,0.88,1
0.35,0.723404255319149,0.71,0.42,1,0.09,0.62,0,0.76,0.463414634146341,0.89,0.76,0.48,1,0,0.82,1
0.59,0.840425531914894,0.04,1,0.49,0.5,0.94,0,0,0.292682926829268,0.49,0.56,1,0.88,0.04,0.9,1
0.67,0.957446808510638,0.2,1,0.21,0.59,0.41,0.2,0.11,0,0,0.35,0.48,0.65,1,0.93,1
